title,text,subject,date
"LOL! HILLARY Commends Weinstein Accusers For Coming Forward, Says Sex Claims Against Bill Are Clearly In The Past&Claims Trump Has Admitted To Being A Sexual Assaulter In The Oval Office","Hillary Clinton today falsely called Donald Trump an  admitted sex assaulter  and compared him to disgraced alleged sex abuser Harvey Weinstein.The failed Democratic presidential candidate, who received thousands in campaign funding from Weinstein, told the BBC s Andrew Marr  we have someone admitting to being a sexual assaulter in the Oval Office. She was referring to the Access Hollywood tape leaked during the campaign where Donald Trump was heard boasting about  grabbing women by the p****y  in 2005.Mrs. Clinton is in the UK to promote her hand-wringing book about losing the presidential election.She told Marr:  I was really shocked and appalled because I ve known him through politics as many Democrats have.Team player Hillary Clinton tries to deflect attention from the millions of dollars Harvey Weinstein raised for her recent failed presidential campaign by reminding reporters that he also donated to Obama and,  for people (she forgot to mention that he ONLY funded DEMOCRAT people) who have run for office in the United States. He s been a supporter   he s been a funder for all of us, for Obama, for me, for people who have run for office in the United States.  So it was just disgusting and the stories that have come out are heartbreaking. But I think that it s important that we not just focus on him and whatever consequences flow from these stories about his behavior but that we recognize this kind of behavior cannot be tolerated anywhere, whether it s in entertainment, politics. After all, we have someone admitting to being a sexual assaulter in the Oval Office. There has to be a recognition that we must stand against this kind of action that is so sexist and misogynistic.  And asked about allegations of sexual misconduct leveled at her husband and former president, Bill Clinton, she said:  That has all been litigated. That was the subject of a huge investigation in the late 90s and there were conclusions drawn. That was clearly in the past. It is something that has to be taken seriously, for anyone not just in entertainment. The really sad part of the campaign was how this horrific tape, what he said about women in the past what he said about women during the campaign, was discounted by a lot of voters.   DMLOL! Hillary. You re the only one left standing who believes a single word that comes out of your lying mouth. ",politics,"Oct 13, 2017"
"CONGRESS WARNED Threat of Nuclear EMP Attack Has Never Been Higher: N. Korean EMP Attack Would Kill 90% of All Americans","While fecklessness towards the emerging North Korean threat characterized the Clinton and Bush  43 administrations, we find ourselves needlessly exposed to its present magnitude in no small measure because Obama s so-called strategic patience was characterized by inaction on two, vital fronts: advancing the U.S. missile defense capabilities and protecting the grid against electromagnetic pulse and other perils.Barack Obama and his subordinates brought to office a visceral enmity towards missile defense, born of an ideological attachment to the obsolete Anti-Ballistic Missile Treaty with the Soviet Union, which prevented the United States from having any effective anti-missile systems. While George W. Bush formally withdrew us from the ABM Treaty in 2002, the capabilities of such defenses as have been put into place have been deliberately limited   so much so that they were reportedly not up to the task of shooting down the ballistic missile Pyongyang fired over Japan last week.Team Obama was convinced that it would rid the world of nuclear weapons and so declined to take seriously, let alone do anything appreciable about, the danger that one or more detonated outside the atmosphere over the United States could destroy our most critical of critical infrastructures: the electric grid. Late in his presidency, Mr. Obama did evince concern about a similar, nation-ending effect being caused by intense solar storms, but did little to make the grid resilient against that source of destructive electromagnetic pulses, either.   Frank J. Gaffney, Jr., former Assistant Secretary of Defense for the Reagan administration, and President of the Center for Security PolicyWashington Examiner   Congress was warned Thursday that North Korea is capable of attacking the U.S. today with a nuclear EMP bomb that could indefinitely shut down the electric power grid and kill 90 percent of  all Americans  within a year.At a House hearing, experts said that North Korea could easily employ the  doomsday scenario  to turn parts of the U.S. to ashes.In calling on the Pentagon and President Trump to move quickly to protect the grid, the experts testified that an explosion of a high-altitude nuclear bomb delivered by a missile or satellite  could be to shut down the U.S. electric power grid for an indefinite period, leading to the death within a year of up to 90 percent of all Americans. Two members of the former congressional EMP commission said the threat to the U.S. has never been higher, in part because of the current high level of saber-rattling by both sides and North Korea s surprising display over the past six months of its ability to deliver on its threats. With the development of small nuclear arsenals and long-range missiles by new, radical U.S. adversaries, beginning with North Korea, the threat of a nuclear EMP attack against the U.S. becomes one of the few ways that such a country could inflict devastating damage to the United States. It is critical, therefore, that the U.S. national leadership address the EMP threat as a critical and existential issue, and give a high priority to assuring the leadership is engaged and the necessary steps are taken to protect the country from EMP,  the experts told a House Homeland Security subcommittee.Watch the discussion about the threat of an EMP attack on the United States with congressional members here: ",politics,"Oct 13, 2017"
"VIRAL VIDEO: PATRIOT COAL MINER Sings National Anthem [VIDEO]","West Virginia has a proud coal mining history rooted in the American spirit. One coal miner showed that spirit, singing the national anthem in a video that has gone viral on social media.Coal miner singing national anthem goes viral https://t.co/FR37kW8MIV pic.twitter.com/MP4ZXpOyho  FOX 32 News (@fox32news) October 13, 2017Shane Wriston posted on Facebook video of his fellow miner, Josh Stowers, singing  The Star-Spangled Banner  for his coworkers before they headed underground for the day. There is no kneeling in this bath house   we have daily Safety Meeting before every shift before these guys go Underground , and we appreciate Josh volunteering to sing after the meeting,  the post reads.The two men work for Mammoth Coal in Mammoth, WV, which is owned by Alpha Natural Resources. I wanted everybody to feel close together as a whole family right then and there,  Stowers told Fox affiliate WVNS.  A bunch of guys I work with have past military experience and I knew that song would hit them real hard and make them feel comfortable. They could ve had a bad day at that time, and that song would put them over the edge and make them feel better about themselves. So far, the video has been shared more than 8,000 times and has hundreds of comments. Nearly all of the comments are overwhelming positive. Watch the video for yourself and let us know what you think.Read more: Fox 32",politics,"Oct 13, 2017"
"MYSTERIOUS TWITTER ACCOUNT: NFLs Goodell Gets Help From Shocking Source","Well, this is embarrassing! The NFL commissioner was getting help from a helicopter wife who set up a fake twitter account to counter any negative press on her husband. It s pretty shocking because his wife is former Fox analyst Jane Skinner Goodell who should know better because she s in the news business. Did she really think people wouldn t find out who was constantly tweeting support for Goodell?Roger Goodell s wife set up a secret Twitter account to clap back at the NFL commissioner s detractors, according to the Wall Street Journal.The Twitter account, under the name  Jones smith,  has no followers, no profile picture and has been virtually dormant for long periods since its creation in 2014.@forargument is no longer active as of Thursday afternoon but according to the report, it was owned and operated by Goodell s wife, Jane Skinner Goodell, and often clashed with sports media outlets that produced content critical of the commissioner.Under the fake name  Jones Smith,  the account defended Goodell on several issues including the NFL s recent handling of national anthem protests.An example of the mysterious account standing up for Goodell took place earlier this month in response to an ESPN story chronicling the chaos that swept across the league when President Donald Trump went to war with anthem protesters. Reads like a press release from players  union. You can do better reporting. (D Smith sounds like D Trump with the inaccurate firebombs),  @forargument tweeteed to ESPN writer Seth Wickersham. D Smith  was likely a reference to NFLPA head DeMaurice Smith.Goodell s wife, who is a former broadcast journalist with Fox News, has also taken aim at WSJ columnist Jason Gay and other sportswriters, according to the Journal.The Journal said it traced a series of clues back to Mrs. Goodell, including how the account in question followed four accounts associated with their twin daughters  high school.Goodell s wife coming to his digital defense is nothing new in sports and media, though it is embarrassing. Thin-skinned Kevin Durant was recently accused of running a fake Twitter account to take on negative news and opinion about him on social media.Wives and girlfriends of pro athletes have never been shy about standing up for their famous husbands online. From Kate Upton sticking up for Justin Verlander not winning a Cy Young last year to Miko Grimes cheerleading for her husband, cornerback Brent Grimes, on social media, plenty of athletes have gotten a digital assist from their significant others. However, those women did not hide behind a fake Twitter account to make their feelings known.Goodell has earned plenty of negative press in his more than 10 years running the NFL, including the league s handling of domestic violence and concussion issues, Deflategate, and most recently, the anthem protests.Just be nice about what you say about him on Twitter, because his wife might clap back at you.Read more: NYDN",politics,"Oct 13, 2017"
"GAME ON! California State Senator to Enter U.S. Senate Race Against Dianne Feinstein","Senator Dianne Feinstein recently announced she would be running again She s 84-years old! Her career in politics has been a very lucrative undertaking. How could she possibly give that up? The power and the money are just too hard to pass up for retirement. The on;y problem is that sudden;y Feinstein has challengers How dare they try and dethrone the powerhouse Senator who was once the Mayor of San Francisco Game on!A potential primary challenger to Sen. Dianne Feinstein (D., Calif.) is signaling his intent to enter the race for the Senate seat she has held since 1992.California Democratic state senate president Kevin de Le n will throw his hat into the ring to challenge Feinstein in the 2018 race, according to three sources who spoke to CNN. The 84-year-old senator announced Monday she would run for reelection, causing consternation on the progressive left even as she tried to get out ahead of de Le n.In the state senate, de Le n represents Los Angeles and has helped pass measures directed at President Donald Trump, positioning himself as one of the president s fiercest critics. The California state legislature has opposed Trump s agenda by becoming a so-called sanctuary state, as well as trying to force him to release his tax returns and even passing a resolution calling for him to apologize for  racist and bigoted behavior. Feinstein, however, took criticism from the left in August for expressing the hope that Trump would change to be more cooperative with Democrats. I just hope he has the ability to learn and to change, and if he does, he can be a good president,  she said, receiving boos from the San Francisco audience. She later said she is  under no illusion that it s likely to happen and will continue to oppose his policies. De Le n will likely be one of multiple contenders for Feinstein s seat. A source said Democratic mega-donor and environmentalist Tom Steyer is  very much looking at the Senate race,  and in a letter Wednesday he also called on Democrats to impeach Trump.California has an open primary in which the top two vote-getters, regardless of party, face off in the general election. The primary will be held on June 5, 2018.FEINSTEIN RECENTLY OPENED HER MOUTH AND PROVED SHE S OUT OF TOUCH WITH MOST AMERICANS: Senator Dianne Feinstein opened her mouth and proved she s out of touch with most of us. This dinosaur who needs to retire already is demanding more gun control she claims  increasing numbers  of Americans want more gun control citing zero proof. Go home Dianne, you re drunk on power SHE COULDN T NAME ONE LAW THAT COULD HAVE PREVENTED VEGAS!!! Sen. Dianne Feinstein (D., Calif.) couldn t name any laws in an interview airing Sunday that might have prevented last week s massacre in Las Vegas.NBC host Chuck Todd asked Feinstein what laws could have prevented the massacre if she had her way with writing all laws. Let me ask you this: give me the slate of laws that if you could wave your wand and have enacted that could have prevented Vegas?  Todd said. Well, I don t know. I would have to take a good look at that and really study it,  Feinstein said.  I m not sure there is any set of laws that could have prevented it. ",politics,"Oct 12, 2017"
"WINNING! U.S. Pulls Out Of UN Organization&Israel Follows [Video]","State Department spokeswoman Heather Nauert did a great job of defending the U.S. move to pull out of a UN organization that has been connected to terrorist organizations hostile to Israel. Israel immediately praised the move by the Trump administration and announced they will follow:The U.S. will withdraw from United Nations Educational, Scientific and Cultural Organization (UNESCO), citing financial reasons and  anti-Israel bias. This decision was not taken lightly, and reflects U.S. concerns with mounting arrears at UNESCO, the need for fundamental reform in the organization, and continuing anti-Israel bias at UNESCO,  State Department spokeswoman Heather Nauert said in a statement Thursday.The U.S. withdrawal will take effect on Dec. 31. The U.S. will remain in the cultural organization as a non-member observer.UNESCO director-general Irina Bokova said in a statement that she wishes  to express profound regret  at the U.S.  decision.Nauert s statement did not include any examples of  anti-Israel  bias, and Bokova appeared to push back at this suggestion.Read more: DC",politics,"Oct 12, 2017"
"CNN ANCHOR Loses It During Debate on NFL: Im Smarter Than the Bullsh*t Answer Youre Giving Me!","CNN host Don Lemon and conservative commentator Ben Ferguson got into a heated debate on Wednesday night over NFL players kneeling during the national anthem in protest of racial injustice in the United StatesDon Lemon is such a moron who never listens to anyone s opinion and talks over everyone during interviews. Who knows why he s still employed by CNN!HERE S A PAST REPORT ON DON LEMON S CLOSED MIND:Don Lemon tries to blame Donald Trump for the incident in Montana between a Republican candidate and a reporter. The candidate  body-slammed  the reporter who was asking a question. The candidate went on to win the election but the left is determined to use this incident to score political points.Paris Dennard won t back down when Lemon tries to blame Trump. Paris and Lemon have a long history of heated discussions. Great job by Paris Dennard!",politics,"Oct 12, 2017"
"TRUMP BEGINS DISMANTLING Of OBAMACARE With Todays Executive Order&Nancy Pelosis Response Is Hilarious!","Today, President Trump came one step closer to dismantling Obamacare. He signed an executive order that would allow Americans to purchase insurance across state lines. The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE!  https://t.co/mz5fdveTVh pic.twitter.com/dDZLsKuNSe  Donald J. Trump (@realDonaldTrump) October 12, 2017Congressional Democrats said Thursday that President Trump s executive order to relax insurance rules is the latest evidence of Republican  sabotage  against Obamacare.The president signed the order that directs federal agencies to examine regulations that would make it easier for people to band together to get  association health plans  and buy more short-term insurance. Democrats quickly criticized the order as a back door to attack protections for people with pre-existing conditions and increase  junk  insurance plans. I do know it is a sabotage of the Affordable Care Act and quite frankly a disservice to the American people,  House Minority Leader Nancy Pelosi said in a press conference Tuesday.She also said Trump knows  very little about healthcare legislation.   Washington ExaminerPerhaps a little trip down memory lane is in order for Nancy. Remember when Nancy Pelosi coined her most memorable line in the long list of memorable Nancy Pelosi lines?  Remember when Nancy attempted to explain the Obamacare legislation to a large audience, telling them,  But we have to pass the bill, so that you can, uh, find out what s in it. ?Even one of her most reliable media allies, David Gregory of NBC News, who was clearly on the same team as Nancy, questioned her sanity and most especially, her knowledge of what was in the Obamacare bill, following her curious remarks:We re pretty sure that most Americans are more confident in President Trump s knowledge of the benefits to Americans, once they are able to purchase insurance across state lines than they were in Nancy s ability to understand the 20,000 page Obamacare legislation.",politics,"Oct 12, 2017"
"BREAKING NEWS: N. AMERICAN FAMILY Held Hostage During Obama Presidency RESCUED In Pakistan: This is a country that did not respect us, this is a country that respects us now [VIDEO]","In 2017, Kelli O Brien, the aunt of Joshua Boyle spoke publicly about the kidnapping of her nephew and his wife Caitlan Boyle who expresses her disappointment over the lack of response from Prime Minister Trudeau. Interestingly enough, Trudeau was visiting President Trump when Trump announced that he would soon be announcing some very good news would be forthcoming regarding the captured family s status.TODAY, Boyle and Coleman s families got some very good news! More winning An American woman, her Canadian husband, and their three children have been freed from captivity by Pakistani security forces, nearly five years after being taken hostage by the Taliban in Afghanistan.The initial word came from a Pakistani Army statement and was confirmed by US officials.The couple, American Caitlan Coleman, 31, and her American husband, Joshua Boyle, 33, were kidnapped by the Taliban in 2012 while they were traveling as tourists in Afghanistan and were held in captivity since.Coleman was pregnant when she was kidnapped. The couple had two more children born in captivity.Here is a video showing Joshua Boyle and his wife Caitlin Coleman speaking to the camera while in captivity in January 2017: In a statement, the Pakistani Army said US intelligence agencies had been tracking the hostages and shared intelligence with Pakistan when the family was moved to the country. US officials confirmed there was intelligence about their location in recent days that was shared with the Pakistanis. The operation by Pakistani forces, based on actionable intelligence from US authorities was successful; all hostages were recovered safe and sound and are being repatriated to the country of their origin,  the statement said.  The success underscores the importance of timely intelligence sharing and Pakistan s continued commitment towards fighting this menace through cooperation between two forces against a common enemy. It is possible that the successful recovery of the family was what was being referenced Wednesday when President Donald Trump told a crowd in Pennsylvania that  something happened today where a country that totally disrespected us called with some very, very important news. Trump did not disclose what country or any details involved but said  one of my generals came in and they said, you know, I have to tell you, a year ago they would have never done that. This is a country that did not respect us, this is a country that respects us now. The world is starting to respect us again, believe me,  Trump said appearing to reference Pakistan and that country s role in bringing about the recovery of the four hostages. CNN",politics,"Oct 12, 2017"
"DIAMOND AND SILK Clap-Back at Eminem: When you come for President Trump, we are going to come for you, boo& [Video]","In case you haven t heard about the nasty Eminem rap about President Trump, we bring you the diamond and silk version We think it s much better! Has-been rappers are so boring diamond and silk spice it up a bit in the video below .@DiamondandSilk clap-back at Eminem and them. When you come for President Trump, we are going to come for you, boo . pic.twitter.com/LyPbrrPk9n  Diamond and Silk  (@DiamondandSilk) October 12, 2017CHECK OUT THE LYRICS BELOW TO THE 4 MINUTE FREESTYLE RAP FROM HAS-BEEN RAPPER EMINEM: It s the calm before the storm right here Wait, how was I gonna start this off? I forgot  oh, yeah That s an awfully hot coffee pot Should I drop it on Donald Trump? Probably not But that s all I got  til I come up with a solid plotGot a plan and now I gotta hatch it Like a damn Apache with a tomahawk Imma walk inside a mosque on Ramadan And say a prayer that every time Melania talks She gets a mou  Ahh, Imma stopBut we better give Obama props  Cause what we got in office now s a kamikaze That ll probably cause a nuclear holocaust And while the drama pops And he waits for s**t to quiet down, he ll just gas his plane up and fly around  til the bombing stops Intensities heightened, tensions are risin Trump, when it comes to giving a s**t, you re stingy as I am Except when it comes to having the b***s to go against me, you hide  em  Cause you don t got the f**king n**s like an empty asylum Racism s the only thing he s fantastic for  Cause that s how he gets his f**king rocks off and he s orangeYeah, sick tan That s why he wants us to disband  Cause he cannot withstand The fact we re not afraid of Trump F**k walkin  on egg shells, I came to stomp That s why he keeps screamin   Drain the swamp   Cause he s in quicksandIt s like we take a step forwards, then backwards But this is his form of distraction Plus, he gets an enormous reaction When he attacks the NFL so we focus on that Instead of talking Puerto Rico or gun reform for NevadaAll these horrible tragedies and he s bored and would rather Cause a Twitter storm with the Packers Then says he wants to lower our taxes Then who s gonna pay for his extravagant trips Back and forth with his fam to his golf resorts and his mansions? Same s**t that he tormented Hillary for and he slandered Then does it moreFrom his endorsement of Bannon Support for the Klansmen Tiki torches in hand for the soldier that s black And comes home from Iraq And is still told to go back to Africa Fork and a dagger in this racist 94-year-old grandpa Who keeps ignoring our past historical, deplorable factors Now if you re a black athlete, you re a spoiled little brat forTryina use your platform or your stature To try to give those a voice who don t have one He says,  You re spittin  in the face of vets who fought for us, you bastards!  Unless you re a POW who s tortured and battered  Cause to him you re zeros  Cause he don t like his war heroes capturedThat s not disrespecting the military F**k that! This is for Colin, ball up a fist! And keep that s**t balled like Donald the b**ch!  He s gonna get rid of all immigrants!   He s gonna build that thang up taller than this! Well, if he does build it, I hope it s rock solid with bricks  Cause like him in politics, I m using all of his tricks  Cause I m throwin  that piece of s**t against the wall  til it sticks And any fan of mine who s a supporter of his I m drawing in the sand a line: you re either for or against And if you can t decide who you like more and you re split On who you should stand beside, I ll do it for you with this:F**k you! The rest of America stand up We love our military, and we love our country But we f**king hate Trump ",politics,"Oct 12, 2017"
"VAN JONES Tells Mad Liberals To Go Hug Trump Voters in Appalachia To Win Elections [Video]","CNN political commentator Van Jones on Wednesday visited ABC s  The View,  where he criticized fellow liberals for being  mad at every single person  who voted for President Donald Trump. Jones tells the women that the Democrats need to make their tent bigger to include  folks in Appalachia Really? He goes on to say that they ve been embracing Muslims and other minorities but need to include the  miner with black lung Huh??? Basically, he s saying the Democrats are willing to toss their remaining policies to wh*re themselves out for votes any votes they can get from any warm body they can drag to the polls. Is anyone else out there as offended by this as we are?Jones first argued that, while the tent of the Democratic Party is diverse, it is not as inclusive as it could be. Right now I don t see Democrats looking at the situation and saying, you know what, maybe we drew our circle too small,  Jones said.  I love that we re hugging LGBT and Muslims and all the people who usually don t get a hug. We re hugging them, but maybe we need a bigger hug, and include some of those folks in Appalachia. That s exactly what the DNC chair said,  co-host Sunny Hostin insisted.  We had Tom Perez on the show, and that s exactly what he said. They are trying to do that,  co-host Joy Behar affirmed. Listen, there may be some leaders who are. Unfortunately, and I have to be honest I get in trouble because I m honest,  Jones said. I know you do,  Hostin interjected. When I listen to liberals, when they re not on TV trying to make it sound good, we re still in grief; we re still mad,  Jones said.  And we re not just mad at Trump, who we should be mad at. We re mad at every single person who voted for Trump, even people who have no jobs, even coal miners who have black lung disease and who are dying and Democrats don t have anything to say about it for years. Behar and co-host Whoopi Goldberg interrupted Jones to take issue with the idea that liberals are mad at Trump voters, asking Jones specifically who he was talking about. Jones explained his point of view comes from conversations with liberals. In my conversations with liberals, it s like  they,   those  Trump voters,  them.   I don t understand how those people could ever do that.  In America, we don t have to agree. We have to try to understand,  he said.Via: WFB",politics,"Oct 11, 2017"
"LAURA INGRAHAM: GOP Senators In Private Meeting Laughed out loud at the idea that Trumps border wall would ever be built","During a private meeting of the most senior Republican senators, GOP leaders  laughed out loud at the idea that Trump s border wall would ever be built. The explosive revelation comes from Laura Ingraham s new book, Billionaire at the Barricades: The Populist Revolution from Reagan to Trump.Ingraham reports that her source  was there in the room  when it happened and that the sordid episode is  a reminder that the populist movement that delivered Trump into office must remain vigilant and keep the heat on the GOP Establishment. The bestselling author and new Fox News primetime host argues that Republicans will pay an enormous political price if the GOP Establishment succeeds in torpedoing President Trump s border wall. Mark these words: If a wall a physical wall is not erected along our southern border, the president and his party will pay a severe political price,  writes Ingraham. She added:  Like George Bush s promise to  Read [his] lips: no new taxes,  the promise of a border wall was a searing pledge to the American people. Billionaire at the Barricades also dismantles arguments against the cost of erecting the border wall.The notion that Congress can t find $25 billion the higher end estimated cost of building the wall in our nearly $4 trillion annual budget is absurd. Democrats have never met a spending or building project they didn t like. But now all of a sudden they re fiscal hawks? Get real. And the Establishment Republicans who cowered in the corner for eight years while Obama nearly doubled the national debt to $19 trillion dollars now expect us to believe they re courageous penny-pinchers? Spare us.For entire story  Breitbart ",politics,"Oct 11, 2017"
"WOW! DNC WILL KEEP Dirty Harveys Money To Fund Future Democrat Campaigns","The Democratic National Committee announced Friday that it is still holding onto most of the money it received from Hollywood mogul and alleged sexual harasser Harvey Weinstein.The DNC will donate just ten percent of the almost $300,000 received from Weinstein, money that will go to organizations close to the Democratic Party: EMILY s List, Emerge America, and Higher Heights, all of which predominately help Democratic candidates running for office. The DNC s response to the Harvey Weinstein matter is shockingly bad   even by Washington standards,  Alexandra Smith of the conservative opposition research firm America Rising said.  Donating  a mere 10 percent of the entire Weinstein contribution to another left-leaning political action committee is a complete embarrassment. The mission statement of EMILY s List is:  We elect pro-choice Democratic women to office.  Emerge America adds ethnic diversity to that same basic mission, proclaiming its intent  to increase the number of Democratic women leaders.  Higher Heights goal is to help black women get elected; the Center for Responsive Politics notes that it gives exclusively to Democrats.Some Democratic politicians are donating money received from Weinstein to nonprofits helping victims of sexual violence, while others have remained silent on the matter. Senate Minority Leader Chuck Schumer (D., N.Y.) announced he would donate his Weinstein money to  several charities supporting women  following a Washington Free Beacon report about Democrats  inaction. WFB ",politics,"Oct 11, 2017"
"MEGYN KELLY IS DESTROYING NBCs Morning Show Ratings","The numbers are in, and  Megyn Kelly Today  is dragging down the  Today  show franchise, an insider explained to Page Six. Not only are ratings plummeting since Megyn Kelly joined the  Today  franchise, but the numbers show Kelly s lead-in has also affected Kathie Lee [Gifford] and Hoda Kotb s show, which follows straight afterwards,  a source said. They ve taken a huge hit with Megyn as their lead-in,  the insider added.Kelly s hour of  Today  is down 32 percent compared to a year ago. And  Kathie Lee & Hoda  is down 26 percent. Too many people are tuning out NBC. Hoda and Kathie Lee had been a bright spot in the mornings. People are alarmed,  the source said of the slide. Another source told us that  Today  talent is concerned.  NYP Page Six",politics,"Oct 11, 2017"
"NEW YORK TIMES BUSTED: Undercover Video Exposes Editor for Bias Against Trump [Video]","Project Veritas  latest installment in the American Pravda series takes aim at The New York Times, the supposed  paper of record.  In the first part of this series, Nicholas Dudich, Audience Strategy Editor for the Times  extensive video library speaks candidly about how his left political bias influences his editorial judgement and reveals an unusual connection to former FBI Director James Comey, and a strange association with domestic terror group Antifa.Since this video came out, the New York Times released a statement saying they ve launched an investigation:This should have been done when hiring this former antifa thug who also worked for Clinton.RT reported:In the video, Dudich calls himself the  gatekeeper  for all the New York Times videos posted online, saying that his  imprint is on every video we do. Any video that goes on Facebook, YouTube, Instagram   I have a hand in that,  Dudich said.When talking journalistic ethics, Dudich is captured sarcastically making air quotes while he said that he will  be objective  working for the Times before quickly admitting:  no I m not. That s why I m there. According to the New York Times ethical handbook, employees  must do nothing that might raise questions about their professional neutrality or that of The Times. As a journalist, I m not able to give any money to any political organization. I m not able to volunteer for any political organization. I m not able to work for any nonprofit or charity. Like, there s a lot of guidelines and ethics,  Dudich said.However, before joining the Times, Dudich worked social media on the 2012 presidential campaign of former President Barack Obama and the 2016 presidential campaign of former Secretary of State Hillary Clinton.When asked how he was able to be politically active and still work as a journalist, Dudich said that he had to leave his job at ABC to take a job where he  wasn t deemed a journalist anymore  in order to work for the Clinton campaign.Dudich said he made the sacrifice in order to work against Trump, who he said was a  threat. I saw the threat and I was like, I want to do something,  Dudich said.  Trump was a threat and still is a threat, right? Trump is a threat,  the interviewer interjects.  He s a threat. Oh, he s a threat to everything,  Dudich added.Read more President/co-founder of The Dream Corps and CNN contributor Van Jones   Rich Polk CNN s Van Jones calls Russia  nothing burger  video  edited, right-wing propaganda  At one point, Dudich explains his idea to make Trump resign or leave office by going after his businesses and his  dumb f**k of a son, Donald Jr., and Eric. Target that. Get people to boycott going to his hotels,  Dudich said.  If you can ruin the Trump brand and you put pressure on his business and you start investigating his business and you start shutting it down, or they re hacking or other things. He cares about his business more than he cares about being President. He would resign. Or he d lash out and do something incredibly illegal, which he would have to. ",politics,"Oct 11, 2017"
"WATCH STANLEY CUP CHAMPS VISIT White House&Give Trump Coveted Gift [Video]","President Trump greeted the NHL s Stanley Cup winning Pittsburgh Penguins at the White House today. The President and First Lady were on hand to greet the team and coaches. The president was given a small replica of the Stanley Cup Very cool!President Trump welcomed the Pittsburgh Penguins to the White House on Tuesday to congratulate them on their Stanley Cup win.  You are true, true champions, and incredible patriots the NHL has not seen a three-peat in a generation, but I know you are ready for the challenge. I m going to be watching so closely, because you think you re going to be back here next year? I think so. PRESIDENT TRUMP TWEETED ABOUT WHAT AN HONOR IT WAS:My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!https://t.co/qyT4bcHVuR pic.twitter.com/rBwGmhMnPX  Donald J. Trump (@realDonaldTrump) October 10, 2017Trump also suggested that Penguins owner Ron Burkle get involved with NAFTA negotiations:  I really mean that, if you want to get involved in negotiating NAFTA, I like it. Because we re renegotiating NAFTA, Ron. Of course, he may not like that, because maybe he s on the other side You re not on the other side of NAFTA, Ron, are you? Read more: axios",politics,"Oct 10, 2017"
